Title,Author,Rating,Genre,Publisher,PublishDate,
The Quiet Game,Greg Iles (Goodreads Author),4.2,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Legal Thriller', 'Audiobook', 'Southern', 'Adult']",Coronet Books (GB),July 1st 2000,
Lady Luck,Kristen Ashley (Goodreads Author),4.42,"['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Adult', 'Suspense', 'Erotica', 'Chick Lit', 'Mystery', 'Humor']","Amazon Digital Services, Inc.",October 22nd 2011,
Trust in Me,Jennifer L. Armentrout (Goodreads Author),4.25,"['New Adult', 'Romance', 'Contemporary', 'College', 'Contemporary Romance', 'Young Adult', 'Novella', 'Abuse', 'Fiction', 'Chick Lit']",William Morrow Impulse,October 22nd 2013,
The Air He Breathes,Brittainy C. Cherry (Goodreads Author),4.19,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Drama', 'Fiction', 'Chick Lit', 'Love', 'Audiobook']",BCherry Books,September 25th 2015,
Against the Day,Thomas Pynchon,4.13,"['Fiction', 'Historical Fiction', 'Literature', 'Steampunk', 'Novels', 'Science Fiction', 'American', 'Contemporary', 'Literary Fiction', '21st Century']",Penguin Press,November 21st 2006,
Saatleri Ayarlama EnstitÃ¼sÃ¼,Ahmet Hamdi TanpÄ±nar,4.43,"['Turkish Literature', 'Fiction', 'Turkish', 'Classics', 'Literature', 'Roman', 'Novels', '20th Century', 'Literary Fiction', 'Modern Classics']",Dergah YayÄ±nlarÄ±,2005,
Smokin' Seventeen,Janet Evanovich (Goodreads Author),3.96,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Comedy', 'Mystery Thriller', 'Adult', 'Audiobook']",Bantam,November 15th 2011,
Taken by Storm,Jennifer Lynn Barnes (Goodreads Author),4.12,"['Young Adult', 'Werewolves', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Shapeshifters', 'Supernatural', 'Wolves', 'Young Adult Paranormal']",EgmontUSA,May 22nd 2012,
"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)","Arthur Conan Doyle, Ronald Holt (Adapter)",4.2,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Mystery Thriller', 'Historical Fiction', 'Novels', 'Historical']",Addison Wesley Publishing Company,February 16th 2000,
The Emperor's Soul,Brandon Sanderson (Goodreads Author),4.33,"['Fantasy', 'Fiction', 'Novella', 'High Fantasy', 'Short Stories', 'Magic', 'Epic Fantasy', 'Audiobook', 'Adult', 'Science Fiction Fantasy']",Tachyon Publications,October 11th 2012,
Furiously Happy: A Funny Book About Horrible Things,Jenny Lawson (Goodreads Author),3.91,"['Nonfiction', 'Humor', 'Memoir', 'Audiobook', 'Biography', 'Mental Health', 'Mental Illness', 'Comedy', 'Biography Memoir', 'Essays']",Flatiron Books,September 22nd 2015,
Nectar in a Sieve,Kamala Markandaya,3.65,"['Fiction', 'Classics', 'India', 'Historical Fiction', 'School', 'Read For School', 'Literature', 'Indian Literature', 'Historical', 'High School']",Signet,2002,
Just Ella,Margaret Peterson Haddix,3.75,"['Fantasy', 'Young Adult', 'Fairy Tales', 'Romance', 'Fiction', 'Retellings', 'Middle Grade', 'Childrens', 'Fairy Tale Retellings', 'Teen']",Simon Pulse,March 27th 2007,
Amazonia,James Rollins (Goodreads Author),4.12,"['Thriller', 'Adventure', 'Fiction', 'Mystery', 'Action', 'Science Fiction', 'Suspense', 'Mystery Thriller', 'Fantasy', 'Horror']",Avon Books,March 1st 2002,
Cranford,"Elizabeth Gaskell, Patricia Ingham (Editor/Introduction)",3.85,"['Classics', 'Fiction', 'Historical Fiction', '19th Century', 'Victorian', 'British Literature', 'Historical', 'Literature', 'Audiobook', 'Novels']",Penguin Classics,June 30th 2005,
Sacajawea,Anna Lee Waldo,4.25,"['Historical Fiction', 'Fiction', 'Historical', 'American History', 'Adventure', 'Westerns', 'Native Americans', 'Classics', 'Novels', 'The United States Of America']",Avon,July 1st 1984,
Shiloh,Phyllis Reynolds Naylor,3.94,"['Fiction', 'Childrens', 'Animals', 'Young Adult', 'Classics', 'Realistic Fiction', 'Middle Grade', 'Dogs', 'School', 'Chapter Books']",Aladdin Paperbacks,May 1st 2003,
My Fair Godmother,"Janette Rallison (Goodreads Author), Cyril Laumonier (Goodreads Author) (Translator)",3.92,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Magic', 'Time Travel', 'Chick Lit', 'Fiction', 'Adventure', 'Humor']",Walker Childrens,January 6th 2009,
Fragments,Dan Wells (Goodreads Author),4.11,"['Young Adult', 'Dystopia', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Fantasy', 'Romance', 'Adventure', 'Apocalyptic', 'Audiobook']",Balzer + Bray,February 26th 2013,
Eichmann in Jerusalem: A Report on the Banality of Evil,"Hannah Arendt, Amos Elon (Introduction)",4.23,"['History', 'Nonfiction', 'Philosophy', 'Politics', 'Holocaust', 'World War II', 'War', 'Psychology', 'Classics', 'Journalism']",Penguin Classics,December 7th 2006,
Hagakure: The Book of the Samurai,"Yamamoto Tsunetomo, William Scott Wilson (Translator)",4.06,"['Philosophy', 'Nonfiction', 'Japan', 'History', 'Martial Arts', 'Classics', 'Japanese Literature', 'War', 'Religion', 'Asia']",Kodansha,August 30th 2002,
In His Steps,Charles M. Sheldon,4.18,"['Christian', 'Fiction', 'Christian Fiction', 'Classics', 'Religion', 'Christianity', 'Faith', 'Christian Living', 'Inspirational', 'Spirituality']",Barbour Publishing,September 1st 2002,
My Soul to Save,Rachel Vincent (Goodreads Author),3.97,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Demons', 'Fiction', 'Young Adult Paranormal']",Harlequin Teen,December 29th 2009,
Relentless,Dean R. Koontz,3.73,"['Thriller', 'Horror', 'Fiction', 'Suspense', 'Mystery', 'Mystery Thriller', 'Crime', 'Audiobook', 'Adult', 'Espionage']",Bantam,June 12th 2009,
The 39 Steps,John Buchan,3.62,"['Fiction', 'Classics', 'Mystery', 'Thriller', 'Adventure', 'Crime', 'Espionage', 'Historical Fiction', 'Scotland', 'Novels']",William Blackwood & Sons,June 17th 2004,
The Shadowhunter's Codex,"Cassandra Clare (Goodreads Author) (Compiler), Joshua Lewis (Compiler)",3.99,"['Fantasy', 'Young Adult', 'Paranormal', 'Urban Fantasy', 'Vampires', 'Angels', 'Fiction', 'Magic', 'Werewolves', 'Young Adult Fantasy']",Simon and Schuster,October 29th 2013,
The Piano Teacher,"Elfriede Jelinek, Joachim Neugroschel (Translation)",3.52,"['Fiction', 'Nobel Prize', 'German Literature', 'Literature', 'Contemporary', 'Novels', 'Classics', 'Literary Fiction', 'Feminism', 'Music']",Grove Press,November 30th 2004,
A Spark of Light,Jodi Picoult (Goodreads Author),3.7,"['Fiction', 'Contemporary', 'Audiobook', 'Adult Fiction', 'Adult', 'Realistic Fiction', 'Drama', 'Chick Lit', 'Crime', 'Book Club']",Ballantine Books,October 2nd 2018,
One,Richard Bach (Goodreads Author),3.92,"['Fiction', 'Philosophy', 'Spirituality', 'Fantasy', 'Romance', 'Inspirational', 'Literature', 'Novels', 'Adventure', 'Self Help']",Pan Books,May 11th 2001,
When You Are Engulfed in Flames,David Sedaris,4.06,"['Humor', 'Nonfiction', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Audiobook', 'Biography', 'Biography Memoir', 'Autobiography']",Little Brown and Company,June 3rd 2008,
Nightlife,Rob Thurman (Goodreads Author),3.64,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Fiction', 'Supernatural', 'Horror', 'Demons', 'Adult', 'Mystery']",Penguin,March 7th 2006,
The Apothecary,"Maile Meloy (Goodreads Author), Ian Schoenherr (Illustrator)",4.05,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Fiction', 'Adventure', 'Historical', 'Mystery', 'Childrens', 'Magic']",G.P. Putnamâ€™s Sons,October 4th 2011,
That Wedding,Jillian Dodd (Goodreads Author),4.14,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'Chick Lit', 'Fiction', 'Humor', 'Audiobook', 'Sports']",,January 7th 2014 ,
La casa de Bernarda Alba,"Federico GarcÃ­a Lorca, Antonio Sobejano-Moran, Paola Bianco",3.82,"['Plays', 'Classics', 'Spanish Literature', 'Drama', 'Theatre', 'Fiction', 'School', 'Spain', 'Literature', 'Read For School']",Focus,May 1st 1945,
The Warden and the Wolf King,"Andrew Peterson (Goodreads Author), Joe Sutphin (Illustrator)",4.75,"['Fantasy', 'Fiction', 'Christian', 'Young Adult', 'Christian Fiction', 'Middle Grade', 'Audiobook', 'Childrens', 'Adventure', 'Christian Fantasy']",Rabbit Room Press,July 27th 2014,
The Heart of Betrayal,Mary E. Pearson (Goodreads Author),4.27,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'High Fantasy', 'Magic', 'Fiction', 'Adventure', 'Audiobook', 'Dystopia']",Henry Holt and Co. (BYR),July 7th 2015,
Lethal White,Robert Galbraith,4.2,"['Mystery', 'Fiction', 'Crime', 'Audiobook', 'Thriller', 'Mystery Thriller', 'Adult', 'Detective', 'Contemporary', 'British Literature']",Mulholland Books,June 11th 2019,
The Coming of Conan the Cimmerian,"Robert E. Howard, Mark Schultz (Illustrator)",4.15,"['Fantasy', 'Fiction', 'Short Stories', 'Sword and Sorcery', 'Classics', 'Pulp', 'Adventure', 'Science Fiction Fantasy', 'Horror', 'Anthologies']",Del Rey,November 22nd 2005,
Indebted,Amy A. Bartol (Goodreads Author),4.35,"['Angels', 'Paranormal', 'Fantasy', 'Romance', 'Young Adult', 'Paranormal Romance', 'New Adult', 'Supernatural', 'Vampires', 'Magic']",CreateSpace,April 24th 2012,
Trigger Warning: Short Fictions and Disturbances,Neil Gaiman (Goodreads Author),3.91,"['Fantasy', 'Short Stories', 'Fiction', 'Horror', 'Science Fiction', 'Audiobook', 'Anthologies', 'Poetry', 'Adult', 'Science Fiction Fantasy']",William Morrow,February 3rd 2015,
Marriage by Law,N.K. Pockett (Goodreads Author),4.17,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Marriage', 'Young Adult', 'Humor', 'Chick Lit', 'Romantic', 'Love']",Blvnp Incorporated,September 27th 2014,
The Girl in the Spider's Web,"David Lagercrantz, Stieg Larsson (Creator), George Goulding (Translator)",3.77,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Sweden', 'Contemporary', 'Adult']",Knopf,September 1st 2015,
"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks","D.C. Talk, The Voice of the Martyrs (Contribution by)",4.21,"['Christian', 'Nonfiction', 'Biography', 'Christianity', 'Religion', 'Christian Non Fiction', 'Faith', 'Christian Living', 'History', 'Theology']",Albury Publishing,January 15th 1999,
"The Absolute Sandman, Volume Four","Neil Gaiman (Goodreads Author) (Writer), Marc Hempel (Artist), Michael Zulli (Artist), D'Israeli (Artist), Richard Case (Artist), Charles Vess (Artist), Teddy Kristiansen (Goodreads Author) (Artist), Jon J. Muth (Artist), moreâ€¦",4.69,"['Comics', 'Graphic Novels', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book', 'Mythology', 'Comix', 'Urban Fantasy']",Vertigo,November 11th 2008,
Mattimeo,Brian Jacques,4.05,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Adventure', 'Middle Grade', 'Science Fiction Fantasy', 'Juvenile', 'Novels']",Ace Books,February 1st 1999,
The Dwarf,"PÃ¤r Lagerkvist, Alexandra Dick (Translator)",3.8,"['Fiction', 'Classics', 'Swedish Literature', 'Historical Fiction', 'Literature', 'Scandinavian Literature', 'Nobel Prize', 'Sweden', 'Philosophy', 'Novels']",Hill and Wang,January 1st 1958,
Boy Meets Girl,Meg Cabot (Goodreads Author),3.83,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult', 'Humor', 'Young Adult', 'Adult Fiction', 'Comedy']",Pan,June 2nd 2004,
Curtain,Agatha Christie,4.09,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature', 'Thriller', 'Murder Mystery', 'Adult']",Berkley,September 1st 2000,
Rain of Gold,Victor VillaseÃ±or,4.48,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Historical', 'Classics', 'Novels', 'Literature', 'Cultural', 'School', 'Latin American']",Delta,September 1st 1992,
Lost in Time,Melissa de la Cruz (Goodreads Author),4.04,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction']",Hyperion,September 27th 2011,
Proxy,"Alex London, C. Alexander London (Pseudonym)",3.88,"['Young Adult', 'LGBT', 'Dystopia', 'Science Fiction', 'Fiction', 'Queer', 'Fantasy', 'Adventure', 'Teen', 'M M Romance']",Philomel Books,June 18th 2013,
Ensnared,A.G. Howard (Goodreads Author),4.21,"['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Magic', 'Fairy Tales', 'Paranormal', 'Young Adult Fantasy', 'Adventure', 'Urban Fantasy']",Amulet Books,January 6th 2015,
Cast in Shadow,"Michelle Sagara, Michelle Sagara West",3.79,"['Fantasy', 'Urban Fantasy', 'Magic', 'Dragons', 'Paranormal', 'Fiction', 'Mystery', 'Romance', 'Adult', 'Young Adult']",Luna,July 1st 2005,
The Wayfarer Redemption,Sara Douglass,3.94,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Romance', 'Science Fiction', 'Adult', 'Magic', 'Epic']",Tor Fantasy,June 27th 2001,
Stepping Heavenward,Elizabeth Payson Prentiss,4.27,"['Christian', 'Fiction', 'Christian Fiction', 'Classics', 'Historical Fiction', 'Christianity', 'Christian Living', 'Faith', 'Young Adult', 'Theology']",Barbour Books,July 1st 1998,
Outpost,Ann Aguirre (Goodreads Author),4.1,"['Dystopia', 'Young Adult', 'Zombies', 'Post Apocalyptic', 'Science Fiction', 'Fantasy', 'Romance', 'Horror', 'Fiction', 'Adventure']",Feiwel & Friends,September 4th 2012,
The Proposition,Katie Ashley (Goodreads Author),4.03,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Chick Lit', 'Erotica', 'New Adult', 'Humor', 'Fiction', 'Erotic Romance']",CreateSpace,December 9th 2012,
The Assassin and the Underworld,Sarah J. Maas (Goodreads Author),4.37,"['Fantasy', 'Young Adult', 'Short Stories', 'Novella', 'Romance', 'Fiction', 'High Fantasy', 'New Adult', 'Young Adult Fantasy', 'Adventure']",Bloomsbury USA Childrens,May 1st 2012,
My Name Is Lucy Barton,Elizabeth Strout,3.52,"['Fiction', 'Literary Fiction', 'Contemporary', 'Audiobook', 'Adult Fiction', 'Family', 'Novels', 'Adult', 'Book Club', 'American']",Random House,January 12th 2016,
Story of a Soul: The Autobiography of St. Therese of Lisieux,"ThÃ©rÃ¨se de Lisieux, John Clarke (Translator)",4.35,"['Religion', 'Catholic', 'Biography', 'Nonfiction', 'Spirituality', 'Christian', 'Faith', 'Christianity', 'Theology', 'Memoir']",ICS Publications,January 1st 1996,
Black and Blue,Anna Quindlen,3.89,"['Fiction', 'Contemporary', 'Adult Fiction', 'Chick Lit', 'Novels', 'Abuse', 'Drama', 'Adult', 'Suspense', 'Literary Fiction']",Delta Publishing,August 25th 2010,
After We Fell,Anna Todd (Goodreads Author),3.9,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Fiction', 'College', 'Contemporary Romance', 'Audiobook', 'Love', 'Erotica']",Gallery Books,December 30th 2014,
The Obelisk Gate,N.K. Jemisin (Goodreads Author),4.29,"['Fantasy', 'Fiction', 'Science Fiction', 'Dystopia', 'Science Fiction Fantasy', 'Audiobook', 'Adult', 'Post Apocalyptic', 'Magic', 'Speculative Fiction']",Orbit,August 18th 2016,
Flame in the Mist,RenÃ©e Ahdieh (Goodreads Author),3.86,"['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Historical Fiction', 'Young Adult Fantasy', 'Fiction', 'Historical', 'Magic', 'Adventure']",G.P. Putnam's Sons,May 16th 2017,
Endless Knight,Kresley Cole (Goodreads Author),4.37,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Dystopia', 'Paranormal Romance', 'Post Apocalyptic', 'Magic', 'Urban Fantasy', 'Supernatural']",Simon Schuster Books for Young Readers,September 2nd 2014,
Girls in Pants: The Third Summer of the Sisterhood,Ann Brashares,3.82,"['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction', 'Coming Of Age', 'Childrens', 'Young Adult Contemporary']",Ember,June 13th 2006,
Twilight Director's Notebook: The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,Catherine Hardwicke,4.25,"['Nonfiction', 'Vampires', 'Paranormal', 'Romance', 'Teen', 'Supernatural', 'Werewolves', 'Reference', 'Film', 'Media Tie In']","Little, Brown Books for Young Readers",March 17th 2009,
Pathways to Bliss: Mythology and Personal Transformation,"Joseph Campbell, David Kudler (Goodreads Author) (Editor)",4.36,"['Mythology', 'Psychology', 'Nonfiction', 'Philosophy', 'Spirituality', 'Religion', 'Self Help', 'History', 'Personal Development', 'Essays']",New World Library,October 26th 2004,
Brothers in Arms,Lois McMaster Bujold (Goodreads Author),4.21,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Space', 'Adventure', 'Military Fiction', 'Speculative Fiction']",Baen Books,November 27th 2001,
Impossible,Nancy Werlin (Goodreads Author),3.63,"['Young Adult', 'Fantasy', 'Romance', 'Fiction', 'Paranormal', 'Teen', 'Magic', 'Supernatural', 'Fairy Tales', 'Urban Fantasy']",Dial Books,September 18th 2008,
Look Into My Eyes,Lauren Child,4.21,"['Mystery', 'Middle Grade', 'Adventure', 'Fiction', 'Young Adult', 'Childrens', 'Espionage', 'Crime', 'Humor', 'Contemporary']",HarperCollins Publishers,September 1st 2011,
Lovely Trigger,R.K. Lilley (Goodreads Author),4.53,"['Romance', 'Contemporary Romance', 'Erotica', 'Contemporary', 'BDSM', 'New Adult', 'Erotic Romance', 'Adult', 'Drama', 'Love']",Amazon Digital Services,March 10th 2014,
Mindset: The New Psychology of Success,Carol S. Dweck,4.06,"['Psychology', 'Nonfiction', 'Self Help', 'Business', 'Education', 'Personal Development', 'Parenting', 'Leadership', 'Teaching', 'Productivity']",Random House,February 28th 2006,
Un Lun Dun,China MiÃ©ville (Goodreads Author),3.82,"['Fantasy', 'Young Adult', 'Fiction', 'Urban Fantasy', 'Steampunk', 'Childrens', 'Science Fiction', 'Adventure', 'Science Fiction Fantasy', 'Middle Grade']",Del Rey,February 13th 2007,
Tales from Earthsea,Ursula K. Le Guin,4.05,"['Fantasy', 'Fiction', 'Short Stories', 'Young Adult', 'Science Fiction', 'Science Fiction Fantasy', 'Magic', 'High Fantasy', 'Dragons', 'Classics']",Ace,October 28th 2003,
See Me,Nicholas Sparks (Goodreads Author),3.96,"['Romance', 'Fiction', 'Chick Lit', 'Audiobook', 'Contemporary', 'Mystery', 'Adult', 'Adult Fiction', 'Suspense', 'Thriller']",Grand Central Publishing,October 13th 2015,
An American Marriage,Tayari Jones (Goodreads Author),3.96,"['Fiction', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Adult Fiction', 'Adult', 'African American', 'Book Club', 'Race', 'Romance']",Algonquin Books,February 6th 2018,
Make Way for Ducklings,Robert McCloskey,4.22,"['Picture Books', 'Childrens', 'Classics', 'Fiction', 'Animals', 'Family', 'Juvenile', 'Kids', 'Birds', 'Adventure']",Viking Press,September 10th 2001,
Doctor Glas,"Hjalmar SÃ¶derberg, Paul Britten Austin (Translator), Margaret Atwood (Goodreads Author) (Introduction)",3.83,"['Classics', 'Fiction', 'Swedish Literature', 'Sweden', 'Scandinavian Literature', 'Literature', 'Novels', '20th Century', 'Crime', 'Read For School']",Anchor,August 13th 2002,
Beauty Queens,Libba Bray (Goodreads Author),3.61,"['Young Adult', 'Contemporary', 'Humor', 'Fiction', 'LGBT', 'Audiobook', 'Teen', 'Adventure', 'Feminism', 'Chick Lit']",Scholastic Press,May 24th 2011,
Ross Poldark,Winston Graham,4.09,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Classics', 'Adult', 'British Literature', 'Historical Romance', 'Audiobook', '18th Century']",Sourcebooks Landmark,June 9th 2015,
The Rising,Kelley Armstrong (Goodreads Author),4.12,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Werewolves', 'Shapeshifters', 'Magic', 'Fiction']",HarperCollins,April 2nd 2013,
Promise Me Darkness,Paige Weaver (Goodreads Author),4.07,"['New Adult', 'Romance', 'Dystopia', 'Contemporary Romance', 'Contemporary', 'Young Adult', 'College', 'Post Apocalyptic', 'Fiction', 'Suspense']",,April 8th 2013,
A Lot like Love,Julie James (Goodreads Author),4.08,"['Contemporary Romance', 'Romance', 'Contemporary', 'Chick Lit', 'Adult', 'Suspense', 'Romantic Suspense', 'Fiction', 'Mystery', 'Humor']",Penguin,March 1st 2011,
Rich People Problems,Kevin Kwan (Goodreads Author),3.93,"['Fiction', 'Contemporary', 'Romance', 'Chick Lit', 'Audiobook', 'Adult', 'Humor', 'Adult Fiction', 'Asia', 'Asian Literature']",Doubleday,May 23rd 2017,
The Missing Piece,Shel Silverstein,4.26,"['Poetry', 'Childrens', 'Picture Books', 'Fiction', 'Classics', 'Young Adult', 'Humor', 'Juvenile', 'Inspirational', 'Kids']",HarperCollins,January 24th 2006,
The Cantos,Ezra Pound,3.93,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '20th Century', 'The United States Of America', 'Unfinished', 'Epic', 'Epic Poetry']",New Directions,June 17th 1996,
The Uncommon Reader,Alan Bennett,3.79,"['Fiction', 'Books About Books', 'Humor', 'Contemporary', 'British Literature', 'Novella', 'Adult Fiction', 'Audiobook', 'Literary Fiction', 'Adult']","Farrar, Straus and Giroux",September 18th 2007,
Exile,R.A. Salvatore,4.21,"['Fantasy', 'Forgotten Realms', 'Fiction', 'High Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Epic Fantasy', 'Dungeons and Dragons', 'Magic', 'Audiobook']",Wizards of the Coast,March 7th 2006,
Waiting for You,Susane Colasanti (Goodreads Author),3.84,"['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Realistic Fiction', 'Teen', 'High School', 'Young Adult Romance', 'Fiction', 'Contemporary Romance']",Viking Books for Young Readers,May 14th 2009,
The Folk of the Faraway Tree,Enid Blyton,4.33,"['Fantasy', 'Childrens', 'Classics', 'Fiction', 'Adventure', 'Magic', 'Young Adult', 'Middle Grade', 'British Literature', 'Juvenile']",Egmont,November 5th 1997,
Cry No More,Linda Howard,4.12,"['Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Mystery', 'Fiction', 'Thriller', 'Adult', 'Crime']",Piatkus,May 27th 2004,
The Power,Rhonda Byrne,4.09,"['Self Help', 'Nonfiction', 'Spirituality', 'Psychology', 'Personal Development', 'Inspirational', 'Philosophy', 'Audiobook', 'New Age', 'Reference']",Atria Books,August 17th 2010,
When It Happens,Susane Colasanti (Goodreads Author),3.75,"['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Realistic Fiction', 'Fiction', 'High School', 'Teen', 'Young Adult Romance', 'Young Adult Contemporary']",Viking Books,May 4th 2006,
Complete Works of Oscar Wilde,"Oscar Wilde, Merlin Holland (Introduction)",4.48,"['Classics', 'Fiction', 'Poetry', 'Plays', 'Short Stories', 'Literature', 'Drama', 'Humor', 'Essays', '19th Century']",HarperCollins Publishers,August 4th 2003,
Fallen,Karin Slaughter (Goodreads Author),4.2,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Detective', 'Adult', 'Contemporary']",Delacorte Press,June 21st 2011,
The Unbound,Victoria Schwab (Goodreads Author),4.24,"['Fantasy', 'Young Adult', 'Paranormal', 'Mystery', 'Urban Fantasy', 'Romance', 'Fiction', 'Supernatural', 'Ghosts', 'Young Adult Fantasy']",Hyperion,January 28th 2014,
Gerald's Game,Stephen King (Goodreads Author),3.53,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Adult', 'Audiobook', 'Mystery Thriller', 'Novels', 'Fantasy']",Smithmark Publishers,September 1st 1992,
The Dark Prophecy,"Rick Riordan (Goodreads Author), John Rocco (Illustrations)",4.24,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'LGBT', 'Audiobook', 'Urban Fantasy', 'Childrens']",Disney-Hyperion,May 2nd 2017,
Nine Perfect Strangers,Liane Moriarty (Goodreads Author),3.51,"['Fiction', 'Contemporary', 'Audiobook', 'Chick Lit', 'Mystery', 'Adult', 'Adult Fiction', 'Thriller', 'Australia', 'Book Club']",Flatiron Books,November 6th 2018,
The Woman Warrior,Maxine Hong Kingston,3.73,"['Memoir', 'Nonfiction', 'Feminism', 'China', 'Classics', 'Biography', 'School', 'Biography Memoir', 'Womens', 'Literature']",Vintage Books USA,April 23rd 1989,
Mistral's Kiss,Laurell K. Hamilton (Goodreads Author),4.04,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fae', 'Erotica', 'Fiction', 'Supernatural', 'Magic']",Ballantine Books,December 12th 2006,
Malgudi Days,"R.K. Narayan, Jhumpa Lahiri (Introduction)",4.21,"['Fiction', 'India', 'Short Stories', 'Classics', 'Indian Literature', 'Literature', 'Asia', 'Humor', 'Literary Fiction', 'Cultural']",Penguin Classics,November 2nd 2006,
The Year of the Death of Ricardo Reis,"JosÃ© Saramago, Giovanni Pontiero (Translator)",4.02,"['Fiction', 'Portugal', 'Portuguese Literature', 'Literature', 'Novels', 'Nobel Prize', 'Historical Fiction', 'Classics', 'Magical Realism', 'Romance']",Vintage Classics,September 17th 1998,
à¤®à¥ƒà¤¤à¥à¤¯à¥à¤‚à¤œà¤¯,Shivaji Sawant,4.49,"['Marathi', 'Mythology', 'Fiction', 'India', 'Classics', 'Indian Literature', 'Novels', 'Literature', 'Historical Fiction', 'Historical']",Continental,Published,
"Shatter Me Complete Collection: Shatter Me, Destroy Me, Unravel Me, Fracture Me, Ignite Me",Tahereh Mafi,4.62,"['Young Adult', 'Dystopia', 'Fantasy', 'Romance', 'Science Fiction', 'Fiction', 'Paranormal', 'Apocalyptic', 'Paranormal Romance']",HarperCollins,July 8th 2014,
Startide Rising,David Brin (Goodreads Author),4.05,"['Science Fiction', 'Fiction', 'Space Opera', 'Hugo Awards', 'Science Fiction Fantasy', 'Fantasy', 'Speculative Fiction', 'Aliens', 'Space', 'Audiobook']",Bantam Spectra,September 1st 1983,
The Testaments,Margaret Atwood (Goodreads Author),4.2,"['Fiction', 'Dystopia', 'Science Fiction', 'Feminism', 'Audiobook', 'Canada', 'Adult', 'Literary Fiction', 'Speculative Fiction', 'Novels']",Nan A. Talese,September 10th 2019,
Sorcery & Cecelia: or The Enchanted Chocolate Pot,"Patricia C. Wrede (Goodreads Author), Caroline Stevermer (Goodreads Author)",4.02,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Magic', 'Mystery', 'Regency', 'Historical Fantasy']",Harcourt,2004,
